Number,Crime,Address,Time,url
12-300640,Pursuit,Mack Rd / Center Pkwy,1819,pages/view.aspx?publish_date=20121102
12-300798,Assault,6600 Block of Bruceville Road,2123,pages/view.aspx?publish_date=20121102
12-300895,Arrest,2300 block of Florin Rd,2320,pages/view.aspx?publish_date=20121102
12-300613,Custody Dispute,3400 block of Winter Park Drive,1738,pages/view.aspx?publish_date=20121103
12-301892,Robbery,800 block of El Camino Ave,2251,pages/view.aspx?publish_date=20121103
12-301970,Subject Stop,Branch St / Alamos Ave,18,pages/view.aspx?publish_date=20121103
12-301129,Attempt Burglary,4800 block of 7th Ave,916,pages/view.aspx?publish_date=20121103
12-301964,Vehicle Burglary,14th St / K St,10,pages/view.aspx?publish_date=20121103
12-301093,Missing Person,7800 block of 37th Ave,754,pages/view.aspx?publish_date=20121103
12-301330,Domestic Disturbance,1000 block of 9th St,1358,pages/view.aspx?publish_date=20121103
12-301848,Assault,3000 block of Capitol Ave,2221,pages/view.aspx?publish_date=20121103
12-302093,Burglary,1900 block of Alhambra Blvd,334,pages/view.aspx?publish_date=20121103
12-301178,Suspicious Circumstance,25th St / Yreka Ave,1018,pages/view.aspx?publish_date=20121103
12-301307,Fraud,300 block of Florin Rd,1326,pages/view.aspx?publish_date=20121103
12-301512,Assault,5100 block of Camino Royale Dr,1648,pages/view.aspx?publish_date=20121103
12-301575,Emergency Officer Assistance,Greenhaven Dr / Havenhurst Dr,1749,pages/view.aspx?publish_date=20121103
12-301922,Assault,900 block of Johnfer Way,2320,pages/view.aspx?publish_date=20121103
12-301657,Traffic Stop,Florin Rd / Franklin Blvd,1910,pages/view.aspx?publish_date=20121103
12-301643,Family Dispute,1400 block of 69th Ave,1854,pages/view.aspx?publish_date=20121103
12-301786,Suspicious Circumstance,2700 block of Gardendale Rd,2109,pages/view.aspx?publish_date=20121103
12-301762,Missing Person,5300 block of Yvonne Way,2045,pages/view.aspx?publish_date=20121103
12-301779,Missing Person,3000 block of 9th Ave,2103,pages/view.aspx?publish_date=20121103
12-301826,Missing Person,2300 block of Knight Way,2143,pages/view.aspx?publish_date=20121103
12-301942,Missing Person,7900 block of La Coruna Drive,2340,pages/view.aspx?publish_date=20121103
12-301958,Missing Person,100 block of Pennywood Ct,2349,pages/view.aspx?publish_date=20121103
12-301945,Missing Person,7300 block of Meadowgate Dr,2338,pages/view.aspx?publish_date=20121103
12-301967,Disturbance,2200 block of Florin Rd,14,pages/view.aspx?publish_date=20121103
12-302049,DUI,Fruitridge Rd / 23rd St,212,pages/view.aspx?publish_date=20121103
12-302109,Robbery,Bruceville Road / Wyndam Drive,436,pages/view.aspx?publish_date=20121103
12-302148,Burglary,3200 block of Norwood Ave,748,pages/view.aspx?publish_date=20121104
12-302667,Attempt Pick-Up,2800 block of L St,2029,pages/view.aspx?publish_date=20121104
12-302283,Attempt Pick-Up,1100 block of 7th St,1241,pages/view.aspx?publish_date=20121104
12-302526,Theft,5000 block of Stockton Blvd,1733,pages/view.aspx?publish_date=20121104
12-302857,Subject Stop,N 16th St / Richards Blvd,2320,pages/view.aspx?publish_date=20121104
12-302949,Vandalism,26th St / N St,107,pages/view.aspx?publish_date=20121104
12-302450,Subject Stop,3200 block of 37th Ave,1612,pages/view.aspx?publish_date=20121104
12-302538,Narcotics Activity,2600 block of Kit Carson St,1749,pages/view.aspx?publish_date=20121104
12-302751,Assault,4500 block of Mack Road,2156,pages/view.aspx?publish_date=20121104
12-302705,Suspicious Circumstance,2300 block of Kenworthy Way,2108,pages/view.aspx?publish_date=20121104
12-302606,Missing Person,West Sacramento,1908,pages/view.aspx?publish_date=20121104
12-302828,Stolen Vehicle,34th Ave / Norman Way,2259,pages/view.aspx?publish_date=20121104
12-302826,Disturbance,1000 block of Rio Ln,2254,pages/view.aspx?publish_date=20121104
12-301545,Welfare Check,800 block of Royal Garden Ave,1719,pages/view.aspx?publish_date=20121104
12-303144,Stolen Vehicle,Grove Ave./Santiago Ave,918,pages/view.aspx?publish_date=20121105
12-303288,Shooting,Fairfield St/Eleanor Ave,1313,pages/view.aspx?publish_date=20121105
12-303372,Assault,1400 block of Youngs Ave,1454,pages/view.aspx?publish_date=20121105
12-303711,Subject Stop,Del Paso Blvd / Cantalier St,2314,pages/view.aspx?publish_date=20121105
12-303722,Subject Stop,600 block of  Las Palmas Ave,2337,pages/view.aspx?publish_date=20121105
12-303756,Assault,1500 block of Waterwheel Dr,46,pages/view.aspx?publish_date=20121105
12-303771,Probation Search,1400 block of 30th St,125,pages/view.aspx?publish_date=20121105
12-303780,Hit and Run,7900 block of College Town Dr,210,pages/view.aspx?publish_date=20121105
12-303344,Robbery,14th Ave / Stockton Blvd,1410,pages/view.aspx?publish_date=20121105
12-303636,Robbery,3000 block of Power Inn Rd,2129,pages/view.aspx?publish_date=20121105
12-303379,Cover Call,N 12th/ Ahern,1507,pages/view.aspx?publish_date=20121105
12-303142,DUI,5900 block of Lake Crest Way,907,pages/view.aspx?publish_date=20121105
12-303332,Robbery,Yreka Ave / Carnation Ave,1356,pages/view.aspx?publish_date=20121105
12-303535,Vehicle Stop,Franklin Blvd / 29th Ave,1841,pages/view.aspx?publish_date=20121105
12-303413,Suspicious Occupied Vehicle,2100 block of Aaron Way,1545,pages/view.aspx?publish_date=20121105
12-303616,Subject Stop,Indian Ln / Florin Rd,2036,pages/view.aspx?publish_date=20121105
12-303642,Traffic Stop,Bruceville Rd / Alpine Frost Dr,2140,pages/view.aspx?publish_date=20121105
12-303409,Attempt Pick-Up,100 block of Abbeywood Cir,1542,pages/view.aspx?publish_date=20121105
12-303440,Disturbance,7500 block of Tamoshanter Way,1628,pages/view.aspx?publish_date=20121105
12-303448,Traffic Stop,Franklin Blvd / Cosumnes River Blvd,1634,pages/view.aspx?publish_date=20121105
12-303412,Missing Person,2400 block of Meadowview Rd,1542,pages/view.aspx?publish_date=20121105
12-304544,Sex Assault,100 block of Redwood Ave,2144,pages/view.aspx?publish_date=20121106
12-303842,Welfare Check,1000 block of 10th St,709,pages/view.aspx?publish_date=20121106
12-304069,Suspicious Circumstance,1400 block of  34th St,1202,pages/view.aspx?publish_date=20121106
12-304167,Robbery,N 16th St / A St,1356,pages/view.aspx?publish_date=20121106
12-304025,Forgery,5300 block of Fruitridge Rd,1058,pages/view.aspx?publish_date=20121106
12-304096,Suspicious Subject,2300 block of 34th St,1229,pages/view.aspx?publish_date=20121106
12-304368,Subject Stop,24th Ave / 36th St,1743,pages/view.aspx?publish_date=20121106
12-304387,Robbery,11th Ave / 58th St,1756,pages/view.aspx?publish_date=20121106
12-304290,Theft,100 block of Capitol Mall,1618,pages/view.aspx?publish_date=20121106
12-304423,Assault,2700 block of Power Inn Rd,1856,pages/view.aspx?publish_date=20121106
12-303976,Robbery,2800 block of Florin Rd,1007,pages/view.aspx?publish_date=20121106
12-304508,Traffic Stop,24th St / Florin Rd,2055,pages/view.aspx?publish_date=20121106
12-304720,Hit and Run,2800 block of Azevedo Dr,638,pages/view.aspx?publish_date=20121107
12-304866,Hit and Run,Del Paso Blvd / Lampasas Ave,1017,pages/view.aspx?publish_date=20121107
12-305024,Subject Stop,Eleanor Ave / Oakmont St,1338,pages/view.aspx?publish_date=20121107
12-305280,Vehicle Stop,Fairbanks Ave / Western Ave,1814,pages/view.aspx?publish_date=20121107
12-305296,Vehicle Stop,W El Camino Ave / Seamist Dr,1835,pages/view.aspx?publish_date=20121107
12-305550,Assault on Officer,2000 block of Evergreen St,19,pages/view.aspx?publish_date=20121107
12-305235,Vehicle Accident,Arden Way / Empress St,1729,pages/view.aspx?publish_date=20121107
12-305489,Bicycle Stop,Gibson St / El Monte Ave,2258,pages/view.aspx?publish_date=20121107
12-304933,Domestic Disturbance,24th Street / G Street,1154,pages/view.aspx?publish_date=20121107
12-305182,Suspicious Activity,Stockton Blvd / Fruitridge Rd,1634,pages/view.aspx?publish_date=20121107
12-305246,Theft,1800 block of 19th Street,1738,pages/view.aspx?publish_date=20121107
12-305571,Assault,8th Ave / 58th St,57,pages/view.aspx?publish_date=20121107
12-305588,Assault,Stockton Blvd / Broadway,135,pages/view.aspx?publish_date=20121107
12-304530,Subject Stop,1200 block of Whitney Ave,2128,pages/view.aspx?publish_date=20121107
12-304258,Suspicious Subject,2800 block of 47th Ave,1546,pages/view.aspx?publish_date=20121107
12-305123,Subject Stop,5300 block of Mack Road,1535,pages/view.aspx?publish_date=20121107
12-305331,Vehicle Accident,Franklin Blvd / Cosumnes River Blvd,1915,pages/view.aspx?publish_date=20121107
12-304721,901AB,1000 block of Rio Lane,638,pages/view.aspx?publish_date=20121107
12-304924,Search Warrant,1000 block of  Los Robles Blvd,1136,pages/view.aspx?publish_date=20121108
12-305773,Suspicious Subject,5900 block of  Bridgecross Dr,951,pages/view.aspx?publish_date=20121108
12-305981,Suspicious Subject,800 block of Del Paso Blvd,1342,pages/view.aspx?publish_date=20121108
12-305643,Burglary,4200 block of Norwood Ave,516,pages/view.aspx?publish_date=20121108
12-306132,Assault,Clay/Grand,1632,pages/view.aspx?publish_date=20121108
12-306260,Hit and Run,3100 block of  Rio Linda Blvd,1902,pages/view.aspx?publish_date=20121108
12-306505,Robbery,2800 block of Gateway Oaks Dr,417,pages/view.aspx?publish_date=20121108
12-306491,Robbery,Del Paso Blvd / Cantalier St,330,pages/view.aspx?publish_date=20121108
12-305923,Suspicious Circumstance,8th St / K St,1241,pages/view.aspx?publish_date=20121108
12-306321,Homicide,1400 block of S St,2041,pages/view.aspx?publish_date=20121108
12-306016,Robbery,5800 block of 79th St,1428,pages/view.aspx?publish_date=20121108
12-306456,Robbery,8000 block of Elder Creek Rd,148,pages/view.aspx?publish_date=20121108
12-305080,Suspicious Subject,6600 block of Valley Hi Dr,1429,pages/view.aspx?publish_date=20121108
12-305702,Suspicious Subject,4400 block of  Mack Rd,814,pages/view.aspx?publish_date=20121108
12-305831,Burglary,4900 block of Villa Royale Way,1049,pages/view.aspx?publish_date=20121108
12-306285,Homicide,2100 block of 65th Ave,1942,pages/view.aspx?publish_date=20121108
12-306794,Shots Fired,1100 block of South Ave,1222,pages/view.aspx?publish_date=20121109
12-307386,Sexual Assault,1700 block of Frienza Ave,208,pages/view.aspx?publish_date=20121109
12-307373,Missing Person,4200 block of Balsam St,126,pages/view.aspx?publish_date=20121109
12-306859,Outside Agency Assist,I 5 Sb / Hwy 99 Nb,1337,pages/view.aspx?publish_date=20121109
12-307280,Pursuit,Fairfield St / Las Palmas Ave,2254,pages/view.aspx?publish_date=20121109
12-307380,Stolen Vehicle,Evergreen St / Frienza Ave,147,pages/view.aspx?publish_date=20121109
12-306590,Assault,Dry Creek Road/Harris Street,813,pages/view.aspx?publish_date=20121109
12-307190,Armed Subject,6200 block of Elder Creek Rd,2053,pages/view.aspx?publish_date=20121109
12-307017,Disturbance,8300 block of Folsom Blvd,1704,pages/view.aspx?publish_date=20121109
12-307357,Robbery,1400 block of A St,104,pages/view.aspx?publish_date=20121109
12-307358,Vehicle Accident,Power Inn Rd / 36th Ave,108,pages/view.aspx?publish_date=20121109
12-306762,Stolen Vehicle,14th St / G St,1146,pages/view.aspx?publish_date=20121109
12-306972,Stolen Property,Fowler Ct / Fowler Ave,1608,pages/view.aspx?publish_date=20121109
12-307064,Domestic Violence,7500 block of 18th Street,1755,pages/view.aspx?publish_date=20121109
12-307304,Traffic Stop,Franklin Blvd / 21st Ave,2331,pages/view.aspx?publish_date=20121109
12-306757,Arrest,6400 block of Sunnyfield Way,1143,pages/view.aspx?publish_date=20121109
12-307685,Robbery,1200 block of El Camino Ave,1233,pages/view.aspx?publish_date=20121110
12-308046,Suspicious Vehicle,2500 block of Rio Linda Blvd,1929,pages/view.aspx?publish_date=20121110
12-308060,Suspicious Person,Oakmont St / Santiago Ave,1956,pages/view.aspx?publish_date=20121110
12-307853,Assault,2500 block of Princeton St,1610,pages/view.aspx?publish_date=20121110
12-308134,Missing Person,3900 block of Clay Street,2135,pages/view.aspx?publish_date=20121110
12-307555,Subject Stop,Gordon Dr / Stockton Blvd,939,pages/view.aspx?publish_date=20121110
12-307698,Suspicious Subject,22nd Ave / Martin Luther King Jr Blvd,1259,pages/view.aspx?publish_date=20121110
12-307572,Arrest,6800 block of Representative Way,1008,pages/view.aspx?publish_date=20121110
12-307889,Burglary in Progress,3300 block of S St.,1642,pages/view.aspx?publish_date=20121110
12-308080,Domestic Disturbance,3000 block of O St,2020,pages/view.aspx?publish_date=20121110
12-308096,Burglary,600 block of T Street,2033,pages/view.aspx?publish_date=20121110
12-308063,Carjacking,5500 block of Martin Luther King Jr. Blvd,1959,pages/view.aspx?publish_date=20121110
12-307733,Suspicious Vehicle,Stockton Blvd / Fruitridge Rd,1348,pages/view.aspx?publish_date=20121110
12-308148,Burglary,2000 block of 15th St,2202,pages/view.aspx?publish_date=20121110
12-308140,Pursuit,Meadowview Road/24th St,2153,pages/view.aspx?publish_date=20121110
12-308061,Unfounded Calls,900 block of Astro Ct,1956,pages/view.aspx?publish_date=20121110
12-307816,Arrest,6800 block of 24th St,1535,pages/view.aspx?publish_date=20121110
12-307949,Arrest,6800 block of 24th St,1748,pages/view.aspx?publish_date=20121110
12-307853,Assault,2500 block of Princeton St,1610,pages/view.aspx?publish_date=20121111
12-308492,Traffic Stop,Redwood Ave / Fairfield St,1023,pages/view.aspx?publish_date=20121111
12-308793,Arson,Western Ave / Morrison Ave,1724,pages/view.aspx?publish_date=20121111
12-308679,Burglary,4500 block of  Natomas Central Dr,1453,pages/view.aspx?publish_date=20121111
12-308685,Robbery,2700 block of Norbert Way,1505,pages/view.aspx?publish_date=20121111
12-308825,Suspicious Circumstance,2900 block of Myotis Dr,1805,pages/view.aspx?publish_date=20121111
12-309066,Suspicious Occupied Vehicle,3500 block of Northgate Blvd,2318,pages/view.aspx?publish_date=20121111
12-309184,Vandalism,2800 block of Erin Dr,152,pages/view.aspx?publish_date=20121111
12-308616,Attempt Pick-Up,2100 block of 9th St,1315,pages/view.aspx?publish_date=20121111
12-308695,Traffic Stop,3400 block of Santa Cruz Way,1532,pages/view.aspx?publish_date=20121111
12-309199,Robbery,2600 block of  L St,214,pages/view.aspx?publish_date=20121111
12-309246,Arson,3900 block of Florin Perkins Rd,532,pages/view.aspx?publish_date=20121111
12-308938,Suspicious Subject,8000 block of 32nd Ave,2019,pages/view.aspx?publish_date=20121111
12-308625,Burglary,7400 block of Amherst St,1334,pages/view.aspx?publish_date=20121111
12-308909,Robbery,2800 block of 14th Ave,1947,pages/view.aspx?publish_date=20121111
12-308718,927P,2100 block of Meadowglen Ave,1600,pages/view.aspx?publish_date=20121111
12-308765,Traffic Stop,Summerbrook Way / Summersdale Dr,1656,pages/view.aspx?publish_date=20121111
12-309122,Pursuit,23rd Ave / 28th St,19,pages/view.aspx?publish_date=20121111
12-309353,Suspicious Subject,1700 block of Bannon Creek Dr,1013,pages/view.aspx?publish_date=20121112
12-309473,Burglary,1100 block of Rio Norte Way,1335,pages/view.aspx?publish_date=20121112
12-309617,Robbery,2300 block of North Ave,1642,pages/view.aspx?publish_date=20121112
12-309930,Burglary,1200 block of Fee Dr,127,pages/view.aspx?publish_date=20121112
12-309814,Disturbance,1300 block of Arden Way,2147,pages/view.aspx?publish_date=20121112
12-309678,Hit and Run,Stockton Blvd / Lawrence Dr,1748,pages/view.aspx?publish_date=20121112
12-309795,Theft,5600 block of  Folsom Blvd,2102,pages/view.aspx?publish_date=20121112
12-309568,Subject Stop,2300 block of Florin Rd,1548,pages/view.aspx?publish_date=20121112
12-309624,Traffic Stop,Florin Rd / 29th St,1650,pages/view.aspx?publish_date=20121112
12-309954,215T,6500 block of  14th St,250,pages/view.aspx?publish_date=20121112
12-309900,Subject Stop,2700 block of Marina View Dr,4,pages/view.aspx?publish_date=20121112
12-309874,Missing Person,300 block of Summer Wind Circle,2323,pages/view.aspx?publish_date=20121112
12-309871,Burglary,5500 block of  Seyferth Way,2318,pages/view.aspx?publish_date=20121112
12-310071,Traffic Accident,Longview Dr / Watt Ave,927,pages/view.aspx?publish_date=20121113
12-310132,Disturbance,1300 block of Arden Way,1040,pages/view.aspx?publish_date=20121113
12-310196,Disturbance,4600 block of Natomas Blvd,1214,pages/view.aspx?publish_date=20121113
12-310676,Missing Person,3700 block of Branch St,55,pages/view.aspx?publish_date=20121113
12-310040,Suspicious Circumstance,4600 block of 12th Ave,854,pages/view.aspx?publish_date=20121113
12-309984,Burglary,7800 block of College Town Dr,547,pages/view.aspx?publish_date=20121113
12-310131,Traffic Control,500 block of N St,1040,pages/view.aspx?publish_date=20121113
12-310245,Suspicious Subject,2nd St / K St,1329,pages/view.aspx?publish_date=20121113
12-310537,Subject Stop,2900 block of R St,2007,pages/view.aspx?publish_date=20121113
12-310352,Theft,1800 block of 19th St,1544,pages/view.aspx?publish_date=20121113
12-310710,Burglary,6700 block of Elder Creek Rd,340,pages/view.aspx?publish_date=20121113
12-310423,Assault,3800 block of 24th St,1707,pages/view.aspx?publish_date=20121113
12-310516,Robbery,Franchesca/Kamal Ct,1904,pages/view.aspx?publish_date=20121113
12-310827,Arrest,1800 block of Hawkhaven Way,930,pages/view.aspx?publish_date=20121114
12-232451,Arrest,3500 block of Rio Loma Way,1426,pages/view.aspx?publish_date=20121114
